Orden,Sitios,Gobierno_local,codigo,Fecha,Mes,Año,Año-mes,Campaña-Año,Campaña,Tem_agua,Tem_aire,OD,pH,Turbiedad_NTU,Olores,Color,Espumas,Mat_susp,colif_totales_ufc_100ml,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,Nitrato_mg_l,NH4_mg_l,P_de_ortof_mg_l,P_total_l_mg_l,DQO_mg_l,DBO_mg_l,Fosf_ortofos_mg_l,solidos_totales_mg_l,Hidr_Deriv_Petr_ug_l,Cr_total_mg_l,Cd_total_mg_l,Microcistina_ug_l,Clorofila_a_ug_l,ICA,Calidad_de_agua
25,COSTA DE VILLA DOMINICO,Avellaneda,AV055,19/05/2021,5,2021,05-2021,02-2021,otoño,17,15,4,8,34,ausencia,ausencia,ausencia,ausencia,25000,0,6000,70,3,3,0,1,5,5,1,,60,100,0.005,10,0,39,Extremadamente deteriorada
26,ARROYO SANTO DOMINGO,Avellaneda,AV053,19/05/2021,5,2021,05-2021,02-2021,otoño,17,15,3,8,30,ausencia,ausencia,ausencia,ausencia,32000,0,9000,40,3,3,0,1,5,9,1,,50,100,0.005,10,0,38,Extremadamente deteriorada
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,19/05/2021,5,2021,05-2021,02-2021,otoño,15,13,5,7,30,presencia,presencia,ausencia,ausencia,82000,0,25000,2100,3,3,0,0,3,7,0,,110,100,0.005,10,0,29,Extremadamente deteriorada
98,CAMPING EVA PERON,Ensenada,EN081,27/08/2014,8,2014,08-2014,03-2014,invierno,5.00,11.30,9.59,7.85,0,,,,,1100,4800,300,,4,3,0,0,27,,0,,,,,,,0,
38,Balneario Palo Blanco,Berisso,BS092,27/10/2021,10,2021,10-2021,04-2021,primavera,10,19,8,8,14,ausencia,ausencia,ausencia,presencia,40000,0,1000,12,4,3,0,1,62,7,0,,100,0.005,0.001,0.2,6289,38,Extremadamente deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,27/10/2021,10,2021,10-2021,04-2021,primavera,25,33,6,7,36,ausencia,ausencia,ausencia,presencia,2000,0,1000,58,4,3,0,0,37,2,0,,100,0.005,0.001,0.2,415,48,Muy deteriorada
36,PREFECTURA ISLA SANTIAGO,Ensenada,EN084,25/08/2021,8,2021,08-2021,03-2021,invierno,13,4,9,8,19,ausencia,ausencia,ausencia,ausencia,500,0,100,380,4,3,0,0,30,6,0,,100,0.005,0.001,0.2,0,60,Muy deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,4/11/2020,11,2020,11-2020,04-2020,primavera,22,0,9,8,70,ausencia,ausencia,ausencia,ausencia,0,0,7800,,4,3,0,1,0,20,0,,50,0.006,0.002,0,49,47,Muy deteriorada
18,Parque de los Niños,CABA,CA041,25/08/2021,8,2021,08-2021,03-2021,invierno,15,0,7,8,32,ausencia,ausencia,ausencia,ausencia,50000,0,11000,4100,4,3,0,0,50,5,0,,100,0.01,0.001,0.2,0,37,Extremadamente deteriorada
4,RIO CARAPACHAY Y ARROYO GALLO,Tigre,TI003,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,8,8,45,ausencia,ausencia,ausencia,ausencia,2800,0,2300,600,4,3,0,0,33,2,0,,77,5,1,0.5,10,49,Muy deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,7,8,44,ausencia,ausencia,ausencia,ausencia,8000,0,7600,2600,4,3,0,0,30,10,0,,49,5,1,0.5,10,43,Muy deteriorada
26,ARROYO SANTO DOMINGO,Avellaneda,AV053,04/05/2022,5,2022,05-2022,02-2022,otoño,18,14,3,7,22,ausencia,ausencia,ausencia,ausencia,20000,0,4200,230,4,3,0,1,53,,1,,0,6,0.001,0.15,10,39,Extremadamente deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,19/05/2021,5,2021,05-2021,02-2021,otoño,16,15,6,8,30,ausencia,ausencia,ausencia,ausencia,5000,0,2400,60,4,3,0,0,5,6,0,,80,100,0.005,10,0,48,Muy deteriorada
28,NAUTICO,Quilmes,QU062,19/05/2021,5,2021,05-2021,02-2021,otoño,14,11,7,8,30,ausencia,ausencia,ausencia,presencia,5000,0,2800,40,4,3,0,1,4,4,1,,95,100,0.005,10,0,44,Extremadamente deteriorada
37,Balneario Palo Blanco,Berisso,BS092,15/05/2019,5,2019,05-2019,02-2019,otoño,10,7,0,8,31,ausencia,ausencia,ausencia,ausencia,20900,0,19200,5800,5,3,1,1,51,10,0,,50,0.006,0.002,0.5,10,41,Extremadamente deteriorada
93,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,27/08/2014,8,2014,08-2014,03-2014,invierno,15.40,14.60,8.15,7.90,0,,,,,1100,9300,900,,5.5,3,0,0,36,,0,,,,,,,0,
20,CLUB DE PESCA = PUNTA CARRASCO,CABA,CA046,27/10/2021,10,2021,10-2021,04-2021,primavera,24,0,8,8,21,ausencia,ausencia,ausencia,ausencia,100000,0,45000,490,6,3,0,0,35,6,0,,100,0.005,0.001,0.2,1483,38,Extremadamente deteriorada
18,Parque de los Niños,CABA,CA041,27/06/2018,6,2018,06-2018,02-2018,otoño,11,0,8,8,61,,,,,17000,0,17000,2500,6,3,0,0,30,7,0,,,0.03,0.002,0.5,10,39,Muy deteriorada
20,CLUB DE PESCA = PUNTA CARRASCO,CABA,CA046,16/08/2017,8,2017,08-2017,03-2017,invierno,15.8,0,3.7,7.5,25,,,,,470000,3500,3500,,7,3,0,0,40,7,0,220,,,,,,0,
20,CLUB DE PESCA = PUNTA CARRASCO,CABA,CA046,27/06/2018,6,2018,06-2018,02-2018,otoño,11,0,8,8,60,,,,,25000,0,25000,3100,7,3,0,0,30,5,0,,,0.02,0.002,0.5,10,39,Muy deteriorada
38,Berisso – Calle 66,Berisso,BS095,15/08/2018,8,2018,08-2018,03-2018,invierno,10,0,5,0,54,presencia,presencia,ausencia,presencia,60000,0,53500,8400,7,3,0,0,44,12,0,,103,5,1,0.5,45117,27,Extremadamente deteriorada
29,PEJERREY,Quilmes,QU063,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,6,7,35,ausencia,ausencia,presencia,presencia,4400,0,3600,1250,8,3,1,1,12,8,0,,50,5,1,0.5,10,44,Extremadamente deteriorada
10,Del Arca,San Fernando,SF015,23/08/2022,8,2022,08-2022,03-2022,invierno,16,16,6,5,19,ausencia,ausencia,ausencia,ausencia,740000,0,15,5,9,3,0,0,30,10,0,,0,0.005,0.001,0.15,930,34,Extremadamente deteriorada
20,CLUB DE PESCA = PUNTA CARRASCO,CABA,CA046,30/10/2019,10,2019,10-2019,04-2019,primavera,21,4,0,8,63,,,,,32000,0,24000,9500,9,3,0,197,49,5,0,,,0.02,0.002,0.5,10,35,Extremadamente deteriorada
18,Parque de los Niños,CABA,CA041,31/07/2019,7,2019,07-2019,03-2019,invierno,20,6,0,8,0,,,,,9600,0,6800,650,10,3,3,0,320,50,0,,39,0,0.02,0.5,10,35,Extremadamente deteriorada
21,RESERVA ECOLOGICA -PLAYITA,CABA,CA047,31/07/2019,7,2019,07-2019,03-2019,invierno,14,7,0,8,0,,,,,9600,0,6800,650,10,3,3,0,0,50,0,,90,0,0.02,0.5,10,31,Extremadamente deteriorada
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,15/08/2018,8,2018,08-2018,03-2018,invierno,11,0,10,8,30,ausencia,ausencia,ausencia,presencia,2200,0,1900,1600,11,3,0,0,41,18,0,,430,5,1,0.5,37.4,40,
14,Perú Puente,San Isidro,SI023,29/10/2019,10,2019,10-2019,04-2019,primavera,21,2,0,8,22,ausencia,ausencia,presencia,ausencia,296000,0,261000,23900,13,3,0,0,43,24,0,,60,0.006,0.002,0.5,10,32,Extremadamente deteriorada
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,23/08/2022,8,2022,08-2022,03-2022,invierno,15,14,3,7,25,ausencia,ausencia,ausencia,ausencia,120000,0,6,660,13,3,0,1,30,7,1,,0,11,0.001,0.15,870,35,Extremadamente deteriorada
25,COSTA DE VILLA DOMINICO,Avellaneda,AV055,23/08/2022,8,2022,08-2022,03-2022,invierno,16,14,5,8,12,ausencia,ausencia,ausencia,ausencia,70000,0,6,600,13,3,0,0,30,5,0,,0,61,0.001,0.15,1270,37,Extremadamente deteriorada
19,MIRADOR TOMA DE AGUA,CABA,CA044,23/08/2022,8,2022,08-2022,03-2022,invierno,15,0,7,8,54,ausencia,ausencia,ausencia,ausencia,90000,0,30,2,14,3,0,0,50,5,0,,0,0,0,0.15,10,36,Extremadamente deteriorada
14,Perú Puente,San Isidro,SI023,19/02/2020,2,2020,02-2020,01-2020,verano,25,26,3,8,6,ausencia,ausencia,ausencia,presencia,0,0,360000,,20,3,0,0,0,11,0,,50,0.006,0.002,0,10,36,Extremadamente deteriorada
14,Perú Puente,San Isidro,SI023,15/08/2018,8,2018,08-2018,03-2018,invierno,18,0,3,7,15,,,,,7000,0,6600,1550,23,3,1,1,52,8,0,,49,5,1,0.5,10,39,Muy deteriorada
37,Berisso – Calle 66,Berisso,BS095,31/05/2017,5,2017,05-2017,02-2017,otoño,12,0,4.44,8.52,0,,,,,150000,22000,2000,,4.43,2.9,0,0,25,10,45,,,,,,,0,
10,Del Arca,San Fernando,SF015,16/08/2017,8,2017,08-2017,03-2017,invierno,17.8,0,3.84,7.79,13,,,,,35000,6400,3000,,11.96,2.8,0,0,20,14,0,408,,,,,,0,
8,ARROYO ABRA VIEJA Y A SANTA RO,Tigre,TI008,16/08/2017,8,2017,08-2017,03-2017,invierno,14.8,0,8.22,7.25,27,,,,,66000,7600,6000,,12.63,2.8,0,0,17,6,0,427,,,,,,0,
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,03/08/2017,8,2017,08-2017,03-2017,verano,0,0,6.54,7.12,0,,,,,120000,34000,9000,,3.15,2.8,0,0,28,15,0,,,,,,,0,
1,CANAL VILLANUEVA Y RIO LUJAN,Tigre,TI001,16/08/2017,8,2017,08-2017,03-2017,invierno,15,0,6.98,7.23,28,,,,,70000,8800,8000,,4.65,2.8,0,0,40,21,1,270,,,,,,0,
53,CLUB DE PESCA = PUNTA CARRASCO,CABA,CA046,13/11/2013,11,2013,11-2013,04-2013,primavera,0,25.4,5.26,7.27,0,,,,,130000,19000,14000,,6,2.6,0,0,134,,0,,,,,,,0,
30,Berazategui – Calle 11 y costa y salida cloaca (BZ 078),Berazategui,BZ078,16/08/2017,8,2017,08-2017,03-2017,invierno,12.2,0,7.22,7.83,12,,,,,85000,14800,4500,,14.62,2.6,0,0,27,12,0,683,,,,,,0,
38,Berisso – Calle 66,Berisso,BS095,03/08/2017,8,2017,08-2017,03-2017,verano,22,0,03.09,08.05,0,,,,,200000,19000,4000,,4.43,2.6,0,0,102,30,1,,,,,,,0,
6,RIO TIGRE 100 MTS ANTES RÍO LUJAN,Tigre,TI005,03/08/2017,8,2017,08-2017,03-2017,verano,0,0,5.53,7,0,,,,,120000,26000,8000,,4.87,2.6,0,0,48,15,1,,,,,,,0,
35,ARROYO DEL GATO,Ensenada,EN083,03/08/2017,8,2017,08-2017,03-2017,verano,23.9,0,0.78,7.87,0,,,,,280000,16000,4000,,4.87,2.6,0,0,48,25,0,,,,,,,0,
99,TOMA DE AGUA CLUB DE PESCA RIO,Ensenada,EN082,27/08/2014,8,2014,08-2014,03-2014,invierno,5.00,11.90,9.26,7.73,0,,,,,210,900,300,,8,2.5,0,0,24,,0,,,,,,,0,
3,CANAL ALIVIADOR 100 MTS R LUJAN,Tigre,TI002,16/08/2017,8,2017,08-2017,03-2017,invierno,15,0,6.77,7.44,11,,,,,74000,5200,3900,,5.32,2.3,0,0,21,15,1,371,,,,,,0,
20,CLUB DE PESCA = PUNTA CARRASCO,CABA,CA046,31/05/2017,5,2017,05-2017,02-2017,otoño,14.5,0,6,7.3,0,,,,,540000,82000,70000,,11,2.1,0,0,215,5,0,,,,,,,0,
31,Berazategui - Puerto Trinidad (BZ 077),Berazategui,BZ077,31/05/2017,5,2017,05-2017,02-2017,otoño,12.6,0,7.94,7.63,0,,,,,35000,8000,1500,,17.28,2.1,0,0,26,16,1,,,,,,,0,
14,Perú Puente,San Isidro,SI023,31/05/2017,5,2017,05-2017,02-2017,otoño,17.5,0,3.42,7.56,0,,,,,140000,20000,3000,,26.58,2.1,0,0,25,10,1,,,,,,,0,
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,31/05/2017,5,2017,05-2017,02-2017,otoño,16.3,0,4.6,6.3,0,,,,,20000,14000,3000,,8.42,2.1,0,0,43,16,1,,,,,,,0,
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,29/10/2019,10,2019,10-2019,04-2019,primavera,21,4,0,7,58,ausencia,ausencia,ausencia,ausencia,16500,0,2000,800,0,2,1,1,42,20,0,,49,0.006,0.002,0.7,10,34,Extremadamente deteriorada
7,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,19/02/2020,2,2020,02-2020,01-2020,verano,27,22,2,7,41,ausencia,ausencia,ausencia,ausencia,0,0,7500,,1,2,0,0,0,10,0,,50,0.006,0.002,0,10,49,Muy deteriorada
74,CANAL ALIVIADOR 100 MTS R LUJAN,Tigre,TI002,27/08/2014,8,2014,08-2014,03-2014,invierno,0.00,16.00,8.47,7.43,0,,,,,1500,300,300,,1.5,2,0,0,28,,0,,,,,,,0,
7,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,27/10/2021,10,2021,10-2021,04-2021,primavera,24,32,4,7,21,ausencia,presencia,ausencia,presencia,15000,0,12000,430,2,2,0,0,31,4,0,,100,0.005,0.001,0.2,415,34,Extremadamente deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,25/08/2021,8,2021,08-2021,03-2021,invierno,15,13,4,7,13,ausencia,ausencia,ausencia,ausencia,40000,0,3000,20,2,2,0,1,30,3,1,,100,0.005,0.001,0.2,0,40,Extremadamente deteriorada
22,ESCOLLERA DE PROPANEROS,Avellaneda,AV054,25/08/2021,8,2021,08-2021,03-2021,invierno,15,13,2,7,22,ausencia,ausencia,ausencia,ausencia,42000,0,1000,800,2,2,0,1,32,4,1,,100,0.005,0.001,0.2,0,38,Extremadamente deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,27/10/2021,10,2021,10-2021,04-2021,primavera,24,28,5,7,15,ausencia,ausencia,ausencia,ausencia,2000,0,100,100,2,2,0,0,52,2,0,,100,0.005,0.001,0.2,0,52,Muy deteriorada
7,RIO LUJAN y CANAL SAN FERNANDO,Tigre,TI007,29/10/2018,10,2018,10-2018,04-2018,primavera,22,0,6,7,61,ausencia,ausencia,ausencia,ausencia,16000,0,10800,2050,2,2,0,1,14,8,0,,50,0.006,0.002,0.5,10,42,Muy deteriorada
25,COSTA DE VILLA DOMINICO,Avellaneda,AV055,15/05/2019,5,2019,05-2019,02-2019,otoño,18,5,0,8,51,ausencia,ausencia,ausencia,ausencia,205000,0,202500,7300,2,2,1,1,63,13,0,,50,0.006,0.002,0.5,10,38,Extremadamente deteriorada
6,RIO TIGRE 100 MTS ANTES RÍO LUJAN,Tigre,TI005,19/02/2020,2,2020,02-2020,01-2020,verano,26,22,1,7,38,ausencia,ausencia,ausencia,ausencia,0,0,8000,,2,2,0,0,0,6,0,,50,0.006,0.002,0,10,48,Muy deteriorada
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,19/02/2020,2,2020,02-2020,01-2020,verano,26,22,1,7,50,ausencia,ausencia,ausencia,ausencia,0,0,8200,,2,2,0,0,0,11,0,,50,0.006,0.002,0,10,47,Muy deteriorada
10,Del Arca,San Fernando,SF015,19/02/2020,2,2020,02-2020,01-2020,verano,27,26,3,8,60,ausencia,ausencia,ausencia,presencia,0,0,14200,,2,2,0,0,0,10,0,,50,0.006,0.002,0,10,44,Extremadamente deteriorada
10,Del Arca,San Fernando,SF015,4/11/2020,11,2020,11-2020,04-2020,primavera,0,19,0,0,80,ausencia,ausencia,ausencia,ausencia,0,0,3300,,2,2,0,1,0,15,0,,145,0.006,0.002,0,10,45,Muy deteriorada
19,MIRADOR TOMA DE AGUA,CABA,CA044,06/02/2019,2,2019,02-2019,01-2019,verano,26,4,0,8,38,,,,,200,0,150,600,2,2,0,0,50,5,0,,,0.02,0.002,0.5,10,49,Muy deteriorada
20,CLUB DE PESCA = PUNTA CARRASCO,CABA,CA046,06/02/2019,2,2019,02-2019,01-2019,verano,27,5,0,8,163,,,,,25000,0,25000,19000,2,2,0,0,50,5,0,,,0.02,0.002,0.5,10,34,Extremadamente deteriorada
24,ARROYO SARANDI,Avellaneda,AV052,25/08/2021,8,2021,08-2021,03-2021,invierno,15,13,4,7,11,ausencia,ausencia,ausencia,ausencia,60000,0,3000,100,2,2,0,1,30,5,1,,100,57,0.001,0.2,18,38,Extremadamente deteriorada
21,RESERVA ECOLOGICA -PLAYITA,CABA,CA047,27/06/2018,6,2018,06-2018,02-2018,otoño,12,0,8,8,53,,,,,670,0,530,340,2,2,0,0,20,5,0,,,0.03,0.002,0.5,10,58,Extremadamente deteriorada
12,"PLAYA RESERVA ECOLOGICA, ESPIGON",San Isidro,SI022,27/10/2021,10,2021,10-2021,04-2021,primavera,25,32,6,7,11,ausencia,ausencia,ausencia,ausencia,15000,0,2400,290,3,2,0,0,39,3,0,,100,0.005,0.001,0.2,0,42,Extremadamente deteriorada
42,Berisso - La Balandra,Berisso,BS093,23/08/2022,8,2022,08-2022,03-2022,invierno,9,11,0,8,28,ausencia,ausencia,ausencia,ausencia,1300,0,200,40,3,2,0,1,34,6,1,,0,0.005,0.001,0.23,720,46,Muy deteriorada
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,29/10/2018,10,2018,10-2018,04-2018,primavera,23,0,5,7,59,ausencia,ausencia,ausencia,ausencia,24600,0,16900,4450,3,2,0,0,26,14,0,,50,0.006,0.002,0.7,10,37,Extremadamente deteriorada
26,ARROYO SANTO DOMINGO,Avellaneda,AV053,15/05/2019,5,2019,05-2019,02-2019,otoño,18,0,0,7,44,ausencia,ausencia,ausencia,ausencia,75000,0,66000,6950,3,2,1,1,48,12,0,,50,0.006,0.002,0.5,10,37,Extremadamente deteriorada
3,CANAL ALIVIADOR 100 MTS R LUJAN,Tigre,TI002,29/10/2019,10,2019,10-2019,04-2019,primavera,22,4,0,7,42,ausencia,ausencia,ausencia,ausencia,4000,0,2200,1300,3,2,1,1,49,24,0,,49,0.006,0.002,0.5,10,44,Extremadamente deteriorada
2,RIO LUJAN Y ARROYO CARAGUATA,Tigre,TI006,29/10/2019,10,2019,10-2019,04-2019,primavera,22,2,0,7,40,ausencia,ausencia,ausencia,ausencia,4200,0,2300,1000,3,2,0,1,60,24,0,,49,0.006,0.002,0.5,10,43,Extremadamente deteriorada
6,RIO TIGRE 100 MTS ANTES RÍO LUJAN,Tigre,TI005,29/10/2019,10,2019,10-2019,04-2019,primavera,22,2,0,8,56,ausencia,ausencia,ausencia,ausencia,5500,0,5000,2200,3,2,1,1,46,24,0,,49,0.006,0.002,0.5,10,41,Extremadamente deteriorada
19,MIRADOR TOMA DE AGUA,CABA,CA044,25/08/2021,8,2021,08-2021,03-2021,invierno,15,0,9,8,31,ausencia,ausencia,ausencia,ausencia,13000,0,6000,3100,3,2,0,0,50,5,0,,100,0.01,0.001,0.2,0,41,Extremadamente deteriorada
3,CANAL ALIVIADOR 100 MTS R LUJAN,Tigre,TI002,15/08/2018,8,2018,08-2018,03-2018,invierno,14,0,8,8,49,ausencia,ausencia,ausencia,ausencia,4600,0,3300,750,3,2,0,0,22,10,0,,82,5,1,0.5,10,46,Muy deteriorada
37,Balneario Palo Blanco,Berisso,BS092,24/02/2021,2,2021,02-2021,01-2021,verano,21,27,5,7,16,ausencia,ausencia,ausencia,ausencia,1800,0,1500,480,3,2,0,1,30,5,0,,100,5,0.001,0.15,7,43,Extremadamente deteriorada
41,Berisso - La Balandra,Berisso,BS093,24/02/2021,2,2021,02-2021,01-2021,verano,20,26,5,8,5,ausencia,ausencia,ausencia,ausencia,1200,0,400,240,3,2,0,1,30,3,0,,100,5,0.001,0.15,6,46,Muy deteriorada
5,RIO RECONQUISTA Y RIO LUJAN,Tigre,TI004,24/02/2021,2,2021,02-2021,01-2021,verano,25,22,3,7,50,presencia,ausencia,presencia,ausencia,8000,0,2200,800,3,2,0,1,30,2,0,,100,5,0.001,0.15,0,35,Extremadamente deteriorada
19,MIRADOR TOMA DE AGUA,CABA,CA044,27/10/2021,10,2021,10-2021,04-2021,primavera,25,0,8,8,13,ausencia,ausencia,ausencia,ausencia,35000,0,5200,6100,4,2,0,0,35,7,0,,100,0.005,0.001,0.2,1246,39,Extremadamente deteriorada
37,Balneario Palo Blanco,Berisso,BS092,25/08/2021,8,2021,08-2021,03-2021,invierno,12,4,13,9,23,ausencia,ausencia,ausencia,ausencia,1600,0,100,160,4,2,0,0,30,4,0,,100,0.005,0.001,0.2,0,60,Muy deteriorada
23,POLO PETROQUIMICO DOCK SUD,Avellaneda,AV051,31/10/2022,10,2022,10-2022,04-2022,primavera,18,13,5,7,16,ausencia,ausencia,ausencia,ausencia,1400,0,1350,80,4,2,0,1,30,,1,,100,0.005,0.001,0.15,0.8,52,Muy deteriorada
6,RIO TIGRE 100 MTS ANTES RÍO LUJAN,Tigre,TI005,29/10/2018,10,2018,10-2018,04-2018,primavera,22,0,5,7,53,ausencia,ausencia,ausencia,ausencia,38000,0,22000,5000,4,2,0,2,30,16,0,,50,0.006,0.002,0.5,10,38,Extremadamente deteriorada
